label	text_a
0	i finally got around to joining twitter . #altright
0	" hey look . they're all old white people . seems  "" fair "" "" """
0	" alt-right is in no way shape nor form  "" conservative "" "" nor "" "" right-wing "" "" its a big govt nanny state disgrace hate """
0	adolf hitlers plan to kill roosevelt  stalin and churchill at the teheran conference #swrm #hitler via
0	" hmm . typical nonsense . what ?  "" you people "" "" show how stupid you are every day . """
0	#bluelivesmatter white terrorist want to make this about race .
0	" rt identity evropa unfurls their banner as richard speaks . it reads  "" no longer silent we will be heard . "" "" #redicelive #altright """
0	reeee he's a white supreeemist !
0	communism killed infinitely more than national socialism and still kills now and oppresses billions to this day
1	hope in #hungary ! #rapefugees #refugees #wpww #whitegenocide
1	suburbs are actually just well-constructed refugee camps for white people #altright
1	"  "" gentrification "" "" means white people move in "" "" diversity "" "" means white people chased out #whitegenocide """
0	not hate #wakeupamerica #clintonkaine
1	hurry! why travel to middle east? enjoy thrill of beheading & rapes right in your town!! vote for hillary .
1	they most certainly do . what happened was g soros and his cash , uh sorry i meant influence!
0	help president trump support religious freedom : #ccot share with friends : 
1	it is a travesty of justice . who was this guys lawyer? elmer fudd? and the judge , was he a muslim? the whole thing stinks .
0	you're entire page is racist against whites . you're consumed with hate .
0	"  "" : what the world rejected : adolf hitler's peace offers 1933-1939 via "" "" """
0	 : breaking : white pride america merges with the national socialist movement ! via
1	 : proof of white genocide video : 
0	i hate isis
2	.. white babies gets their heads bashed in by savage blacks in south africa  white woman raped and white farmers executed ...
1	give these felons enough time & they will have rap sheets to match this!
1	 : appealing to the weak willed moral cowardice of the postwar right & scaring them into disavowal has been t
0	white people are being exterminated ? where is this going on ?
0	accessory to murder . race baiter . liar . tax cheat . white house guest . #nypdlivesmatter #tcot
1	doing constructive things on a regular basis is beyond islam's skill set .
0	purge contd - accounts still up : richard spencer david duke harold covington kevin macdonald mike cernovich
0	a group of racists white losers who are bitter that white supremacy is being challenged in this country . this is my country !
0	was invited to the white house ?
0	okay  goad  brad says there is no such thing as white privilege and because he says so  being a white male and all
1	"you and your chucklefuck buddies are a bunch of un/underemployed white trash that have never read/enjoyed """"western culture"""" b/c of low iq ."
0	no  it is the truth . it's only race when it's white  not black or coloured .
1	charlottesville was our beer hall putsch . now we draw the left so far our the normies will vote for us .
0	globalists hoping you won't notice they've built china into a monstrously dangerous superpower - media certainly hasn't
1	send them to prison and let the sisters take care of them .
0	" rt unbelievable cruelty . watch the video if you can . : "" #vegan #vegetarian #compassion #love #pets """
1	believing you are an alien , or another species , or a man trapped in a woman's body is a perception disorder
0	another swedes get mob attacked by non-white immigrants in stockholm ( video ) | read more : 
0	anyone who gets mainstream press and / or has a big following is definitely controlled . look how much duke is in the news ... obvious agent .
0	you may laugh now  but hitler started out with a few people in a beer hall & took over germany . it took the entire world to bring it down .
1	-arrest & deport everyone of those law breaking sunday bitches and especially the murderers!
0	collectively plan a vision for the border that bridge us  rather than one that further divides us .
0	john quincy adams opposed the mexican war too . if he had it his way  we wouldn't have california or the southwest
0	hi do you have to be white to join
1	did you all hear the bs the media is spreading about our fuhrer ? #micropenis
1	i really only care about preserving white countries .
1	Bisexual people don't exist . Gay people just say that so they can walk down the hall with a girl holding hands .
2	 . hates white people .
0	"  "" roof probably reacted to barrack obamas presidency & the rapidly declining percentage of whites in the us population . "" "" - """
1	america's pro-white movement needs to understand that the elitists  ceos  politicians  only see one color : green for #greed #corrupt #evil
0	suzanne you don't have to explain the bible to those who don't believe . they have so much hate for potus trump they are blinded !
1	long finally got to the point of ( neo marxist ) er jews unrelenting demonization of the white race
0	agreed very sad
1	chimps doing what they do best . thisflatisforblacks to force white mum out of home| via
0	the greatest genocide ever ! a billion reasons to stop abortion : 
0	hill is saying that southerners are white people  but the two are not interchangeable
0	be sure that it will happen
1	i'm glad twitter only cares about hate and racism from one race . just who are the people that live in
0	national review : white working class communities ' morally indefensible ... they deserve to die ' #tcot #wtf
1	white south africans like frogs in boiling water as anti-white racial violence escalates via
1	Does pedo bashing require a baseball bat?
0	anything covered in religious freedom laws can be written without invoking any religion = human rights
0	theoretically ok  but very difficult in practice . us can't stop military interventions abroad  some of which have been right
0	if you reallocate kasich's 2nd - choice support in the nbc / wsj / marist poll  in horserace 53 % cruz 42 % other 1 % undecided 5 %
1	thats y races should stay w / own origin however some pl will say ura racist  look at chinese folks 4 ex
0	" what hateful ideology ? recognizing your open lies ?  "" christmas is not a european tradition "" "" - yes it is  as countless historians have documented it's rise in rome and dissemination throughout the european continent and the world  at the hands of europeans . """
1	84 % of all wanted criminals in copenhagen are non-white | more : via
2	good on you mate ! ! ! creepy interviewer jew !
0	danish film tells horror story of german prisoners told to clear mines after wwii | read more : via
0	sexual orientation is innate . religion is a behavior . but wrong according to who ? you ?
1	now i can't go into mexico & bring a chihuahua over the border in2 the us , but this fella' , can cross the border illegally w/ a human child?
1	 . he himself said he has suspicions of maajid being an islamic supremacist .. were u not listening ?
0	sir ! are you suggesting white supremacists aren't intelligent people ? i am shocked
0	are bulgarians and albanians white ?
1	democrats must brown america to enable electoral domination as white americans grow conservative building family & career .
1	i hate the media  how manipulative and vile they are  always covering up for islam  but quick to demonize white people .
1	i strongly recommend that muslims go back to the simple life of the 7th century . they can't handle today's complex world . #byebye
0	canada : man jailed for no more muslims graffiti
0	dramatic rise of white flight in britain : masses of white families escape from multiracial areas
0	uk trying to protect its own jihadists from russian airstrikes in iraq ? #russiavsisil #raf
0	and you rwnutjobs always claim you are pro-life  but don't care that 13 millions have lost healthcare
0	i was ministering  and for the navy to detach me for cause ; i feel betrayed . chaplain modder #freetobelieve
0	it works but i will admit that it is painful . less so than letting a tear ruin your progress  however .
1	gatlinburg wildfire : jews and blacks celebrate poor white people dying  arson suspected daily stormer
1	jihad pays . trudeau to give $ 8m & apology to ex-gitmo jihadi who murdered an american soldier . this isn't ...
1	just fyi israel and jews did 9/11 and blamed muslims to justify the global war on terrorism
0	confirmed racist
0	market forces drive wages  ann . [ excluding gov intervention - marxism ]
0	slavery is a human think  not a black or white thing .
1	why did a black man cross the road ? hey ! gimme back my wallet !
2	any white guy not into identity politics is a fagg 0t
0	smithsonian : ... with this history  what makes the white race more civilized ? is this civilized behavior ?
1	" call them  "" anti white "" "" cause that is what they are ! #whitegenocide """
0	showdown : how does stack up against evangelicals for marriage equality : 
1	that's great let them stay in mexico and suck there country dry and lets see how long they put up with the illegal immigrants coming there
1	that's not a woman my friend that's the spawn of satan , . but your correct please deport now , !
1	the # of radical #muslims in america who want to kill christians and jews is a lot higher than the number of racist white supremacist by far
0	on march 16/17 author weissberg advocated white separatism instead of white nationalism at meetup : 
0	how much do you think bush and obama paid for the heads of top aq people on the deck of car
0	you can't cut taxes for people with a negative tax rate . at least not without increasing government spending even more .
1	you sound violent and anti-white .
0	so you do want segregation back . racist .
1	so .. how do all those little black people like those mighty white antifa warriors defending thier existence . it must be refreshing to themlol
2	white genocide is actually cool and good
1	i have a shocker for you  there are no white supremacists  but there are white ( ( ( supremacists ) ) )
0	only crazy liberals believe saying all lives matter is racist but a maniac who says he wants to kill whites is not .
0	fair immigration is a branded hate group . mbership is largely made up of racists and white supremacists . check them out .
0	manishankar iyer comment on modi needs no comment but it is an insult to poor people who can sell tea 2become pm . shastriji is a leading e . g
0	where is the proof that asking for an id at the voting booth harms blacks ?
1	and in an even bigger surprise : a jew calls another jew a jew to get another jew to cry -> wait for
1	the california gop convention is under siege by protesters with mexican flags
1	what disgusting anti-white trash . #wakeup #whitepeople #wpww
0	it would seem that the primary concern for the #military is preparedness  not transgender sensitivity training .
2	white racist arseholes
0	how exactly am i  an american not from the south  helping drag down the south ? seems like you're picking the wrong fight to me .
0	" rt so tired of the argument that the gop is out of touch . cannot be  "" in touch "" "" with people who are too stupid to reason with . """
1	 : most dangerous cities in america all have heavily non-white populations via
1	you only think you're a winner because of olive-skinned people . get a life  loser
0	the funny part is is they got more white people finding a judder in the name of blm
0	reflections on some aspects of jewish self-deception : part 1 . introduction
1	whole foods jesus : god * * * white america : rev . jeff hood riles up the black lives matter crowd
0	 : quiz . which of these helped the racist far right nazis kill 400k jews ? 1 .robert spencer and pamela geller . 2 .
0	who's instilling hate ? not hearing ' kill anyone who disagrees wherever you find them ' 5x a day . the quebecois . makes perfect sense .
0	he's right though .. always tossing around racist white supremacist u fucktards are .. u have nothing better to do in ur pathetic lives
1	they want it called a hate incident so they can imply white trump supporters did it . cair is an anti-us hate organization .
1	democrats in white hoods have hung white republicans from nooses before  you don't scare us .
0	why ? psychos can just as easily bomb the boston marathon or crash the germanwings plane and kill people
0	when hitlers favorite waffen-ss commando leader became an irish farmer #swrm #nazis #ireland via
0	' holocaust ' debate / comments / news ' paris attacks are payback for the holocaust ' says rabbi : talk about un ...
0	frc's on npr's dianne rehm show right now discussing sexual orientation and public policy : 
0	remember ? the spineless antifa cuck who lied about confronting whn they were putting up posters ? he blocked me
0	my ancestors came here legally by the laws of the land in the 1700s .
2	too white  not right : non-white hysteria over white as snow miss france via via
0	hillary's amnesty plan is treason  she is a traitor
1	leftist view is white = racist . it comes from judaism and hatred of anything roman . check this from 25 : 00+
0	white americans have remained shockingly european despite decades of race mixing propaganda #swrm
0	act for america is an anti-muslim hate group per #splc . they help america hate again . disgusting !
0	nothing was ever done to lefts rioting in berkeley conservatives rally they call out national guard !
0	 : new gruesome isis video shows group following sharia law . ; #siwhsu15
1	white women are being raped and europe is being
0	too busy with fake news .
0	the real optics disaster
0	yeah sure . were all going to grow and unite as a nation over tax cuts
0	dr . william pierce : george lincoln rockwell  a national socialist life | : via
1	" more anti-white hate propaganda re : wwii - it's not just the germans  all whites guilty for fake  "" holocaust "" "" """
0	right  because why judge people based on their own actions ?
0	who would know more about the threat to white americans than an australian leftist ? certainly not a white american !
1	you say that if anybody objects to turning europe / america non-white ( genocide under law )  they are white supremacistsyou don't hate all whites  just the ones who object to the genocide you demand upon whites
2	the world can't coexist with people who want to kill you ! #rt #stopislam #stopjihad #nosharia #nopc
1	the fact a jew could have ever sat in an elected seat anywhere  shows some sort of disconnect between white ideas & reality
2	block white hating crack monkey  i did .
1	Holy fuck what a rat's nest of shitholes . I say nuke the entire region into glass and shadows and let the surviving cockroaches sort themselves out .
1	If furries wish to identify as animals we should be allowed to hunt them .
1	- 15 year old white danish girl blinded by african muslims in racially motivated hate crime ( video )
1	maybe all illegals in the usa could move to ca? #takethemall
1	well , you can escape all the terrible white oppressors and build your black paradise?
0	cia investigated whether adolf hitler lived in colombia during 1950s #swrm via
0	"  "" indigenous british "" "" ? ! - - "" "" british identity "" "" ( 18th cen . ) = an attempt to slather the island's celtic identities with an english gloss . """
1	bbc fires award-winning white male comedian for being white and male
0	or suspected white supremacists .
0	it's big  very big  if people understood the significance like you and i do .
0	official nyc oi ! fest poster . get tix here
2	always be armed  in case you meet antifa faggots or lesbians or communists ! and aim to kill !
1	i'll bet victim is white .
0	you guys should join force with and the instead of playing politics over the life of innocent black people .
0	 : same old propaganda machine mt us will lunch airstrikes agnst muslims ( majority casualties
0	hitler was right . stalin was a sickening piece of sh * t who murdered tens of millions and enslaved the rest with communism .
1	"  "" : the future of europe belongs to you  white man ! via "" "" ; so few : ( """
0	here in the south the cops are ready to take down those that refuse to cooperate . antifa didn't know what to do lol
0	" americans must ask themselves   "" what have dems done from americans ? "" "" answer : nothing . """
0	jews are now in full control : canadian man goes to jail for posting on white nationalist websites via
0	i'm shocked ! people not excited by the prospect of being lectured to by a pack of comically clueless drainers .
0	blue and black or white and gold ?
1	head for liberia  advance your people and be free of the white man .
1	when they feel like it  wouldn't care about jewish power if the pro-white jews outnumbered anti-white jews .
0	funny white supremacists
2	this is a war between humanity and jews freedom and jews the white race and murderers
0	has lost the plot ; pl hang criminals of this traitor party also purge bjp
1	Did you hear about the two car pile up in Mexico? 200 Mexicans died .
0	help alipac overcome facebook's efforts to shut our ability to fight illegal immigration down ! ...
0	should pro-life organizations be forced to hire pro-choice employees ? via
0	"  "" the government should not force religious organizations ... to be complicit in providing abortion pills ... "" "" """
1	7 ) alt-right defeatest in nature . ( i'm a member ) . trump's winning drove our winning enthusiasm . but too
1	my child cannot pray in public schools where is the outrage #islamistheproblem deport islam
0	youtubers have been getting demonetized for months . charlottesville is the excuse for all of this  not the catalyst .
1	the evil bastard? what should i say? i feel sick . and now islam? good help us..
1	leave milo alone . he is exposing white people for their hatred of white people
0	i was going to say daily stormer  but i am not sure they exist anymore . still and fit the category .
0	we can say a middle eastern looks more white  but isn't white .
0	not sure how a private corporation not wanting white nationalists to spread hate on their platform is stupid .
0	well you are smart and not a racist so that helps
0	invite robert spencer  the prevailing expert on radical jihadism on today
0	cus ur white
0	owaisi only indian muslim of import who has publicly defended is . the demographics of where he seeks votes explains why the rest silent ?
0	" the  "" man's "" "" name is nathan damigo . he's a white supremacist . he sucker punched that woman . he's with <- pos racist cowards ! """
0	look at all them nice white people . probably for the best
0	thnx to and for joining #dcwatchlive last night : 
1	if he is deported he will return . the only solution is to execute him in the center of town and televise it .
1	and was 96 % white just a generation ago
1	What is an Ethiopian's favorite videogame? Don't Starve
0	like omg some black people did vote for trump . also  muh thomas sowell .
0	the holocaust never happened ... : barricades the door : 
0	your perfect ncaa bracket may help defend the sanctity of life via #prolife
0	see greedy & runaway from hardwork of arvind kejriwal  he and aap is left no where now .
0	the white walkers have taken over the gop . it used to just be accused of being a racist party .
1	he went to niggerum u just so uz can undastand himsgot a doctorate in welfare & #obamaphones
0	" rt the best part is that white right wingers think using the words ' white male  "" is racist ! """
0	so are you saying melanin makes people violent ?
0	who is the real ted cruz ? via
1	whites don't contribute anything other than labor and kids .
1	boots with swastika design causes jewish outcry va
0	voting for or will never make america white again but you keep dreaming
1	they can't be taught , have had more than enough warnings , look at any country
2	islam is only racist against jews . all others it conquers and subjugates .
0	ugh ! rting this moron w / his fat girl again ? ! ? i thought white supremacists believed in superior genes ? #sofat
1	the #cuckservative partys over
0	i am not denying that ; here in the uk we have massive communities that don't want to inte
0	" doctored allied interrogation material : holohoax promoters will certainly dislike this ... from  "" aspects of th ... """
0	its liberal propaganda ploy implemented 20 yrs ago teaching self hate  white priv & white guilt to teens in schools . kids who did nothing !
2	no  we really are losing .you routinely see altright cucks posting pics of blm conquering statues ... and
1	jews reveal their vitriolic hatred of the white race after charlottesville #unitetheright the realist report
0	there are enough generic conservative pro-trump events ( eg  milo ) that antifa will show its evil  repea
0	i'm actually pro-merit . and if white people are the superior race you think they are they should have no problem fending off all these supposed incursions . and if they can't  well i guess they weren't that superior  right ?
0	swedish national socialists protest against jew world order ( video ) via
1	" jewish activist on tv show says   "" low white birth rate a good thing "" "" | read more : via """
0	jfk was secret admirer of adolf hitler and third reich  new book shows ! read more : via
1	guaranteed he's white from the waist down
0	yehi to acche din hain  secular modi ke ..
0	 : google sure is patriotic !
0	gosh  will these people ever regain dignity ?
0	the white ghetto : kentucky national reviewhas a new article on poor white southerners in greater appalachia : ...
0	15 / mainstream conservatism accepts #pozzright homosexuals while maintaining proud white people are a bridge too far !
0	you are taking what you think is happening out of context . are not anti-white or anti-any race . they are pro-western .
1	if black dysfunction is an indicator of institutionalized white supremacy  it appears cities get more white supremacist as they get blacker .
0	 : here's a scene from the confederate summer of 2015 . notice how people are dressed . h
1	looks like it was a big weekend worldwide for muslim terrorist crimes . as usual the world turns a blind eye to these people .
0	" liberalism has always been on this trajectory . it has always undermined social hierarchies and cultural norms . the woman question is one facet of the larger issue . it really is a slippery slope from the  "" rights of man "" "" to atheism amd transgenderism """
1	okay if you believe that then you truly are deluded . hijab is oppressive to woman kind . i revere women . they are humanity's future . be gone
0	i think we should double down and make tiki torches a symbol of white supremacy .
1	But you are too strong to be raped .
0	white privilege says it's over  goad ...
0	white people !
0	our preezie went to jared and keeps going to jared for advice . i think trump caved to neocons so he won
0	to make me more powerful for the people who love my
1	why do i think you are a white racist using a black mans picture to troll .
1	" rt interior sec'y salazar pushing for  "" hispanic "" "" national parks . next : asian n . p . islamic n . p . etc ... """
0	nationalism for everyone turns people's criticism of the selfishness of nationalism in its head . makes you think .
1	Some people wish for world peace . Chris Rock wishes more white kids would get shot . https : //www .youtube .com/watch?v=fF7qzqb_wQc
0	new republic : the rise of white identity politics via #altright
0	dude  can you cover my peoples independence march without the petty optics argument please .
2	#fearthewalkingdead caption : look at all the black people die !
0	southern poverty law is an arm of the left . #splc
0	more than half of trumps retweets are white supremacists praising him via
0	the only thing that matters to these cucks is lower taxes for themselves .
1	they realized that it is easier to co-exist with the white super race and live off their wealth ! ! !
0	scum like the southern  dixie  racist white trash we've been arguin w / right here ! that y agree  time 2block
1	 : kkklanneed to report illegals contact ice 1-866- dhs - 2 - icelol
1	" rt google search queries for  "" racism "" "" from 2004 to present . mostly white countries bombarded with anti-white media and open borders lunacy . the rest of the world is racist af and doesn't care . """
1	" most of these  "" nazis "" "" don't appear to be white . antifa is whiter than they are ! """
1	non-white candidate for london mayor : there are too many white men | : via
1	i'm cracking tf up every time a #deportable gets sent packing!
1	... emotional condemnations of women  gays  jews  nonwhites  and any other people incapable of creating civilization .
1	round the muslims up send their asses packing .
1	if you donate just <number> pound a month . . . you can help us make another advert with sad looking african children in it .
0	when is called a racist by white liberals ? we won the war .
1	half of those ppl have a significant % white heritage .
0	( rt ) a time for choosing trump - deja
1	a great candidate for the pine box deportation method , guaranteed to prevent recidivism .
1	if muslims are to be considered a race ( absurdly ) then by default non-muslims are a race .therefore jihad is racist .
0	" yes  the phrase  "" social construct "" "" is utterly meaningless . """
1	so you'd like to have your own land of white christians  is that the end-game goal ?
0	that's so weak . the movement needs more masculinity  patriarchy . less boomerism and whit
0	first they canceled the gym membership of white nationalists & i did not speak out b / c i was not a white nationalist
0	muslim from uk murders and wounds 80 in jihad suicide attack for islamic state
1	you sound like a white supremacist to me
0	sorry lansing  we got the tapes and confirmations ... up your
1	elderly white people are a problem that hasn't as of yet been addressed . their programming is obsolete .
0	hillary is very vulnerable in the general . she is getting frustrated because even idiots like bernie sanders knows she is a liar
0	so your only argument is to copy and paste wikipedia ? you havent done any objective research of your own on identity evropa ?
1	"  "" : multicultural horror : 20 non-white muslim "" "" refugees "" "" rape 11 year old swedish girl in bathhouse | kill that rubbish ! """
1	preserving our european identity is vital to turning america back to the country it once was .
0	correction  bad black people . you go too far . that post is overreaching making it seem we all r walking around killing folk ! !
0	white house aims to sway opinion on immigration overhaul
1	this is the reason why america needs the ku klux klan
2	"  "" : i killed them because they were white "" "" ; """
0	i'd pay to see those optics . lol
0	#religiousfreedom can't have too many champions . stand with : #rfra
0	i think some people hate potus trump so much that it going to make them mentally and physically ill and perhaps kill them . stop your hate !
1	reading , writing , and sexmythatic?!? will gender fluidity also apply to the animal kingdom?
0	" rt got a new piece on pc culture and the 2016 primary : "" the people who call me racist are fascists  but the people i call racist are racists . "" "" """
1	" it would have much more success with normies and i don't like being rude or hating non-whites who are sometimes decent people ... inb 4  "" cuck "" "" """
0	oh but why have nobody called me a racist even tho i'm white ? maybe becau
0	there goes white power for you
1	the problem with the swamp , it is more interested in foreign nationals than american citizens
1	increase severity of penalty for illegal immigrants illegal activities . just deporting does not work . that is not sufficient punishment
1	jihad mass murder of indigenous people of america by white race ? .. jihad = manifest destiny ..
0	heidi cruz argues forcefully for trade authority  something her husband opposes via
0	new republic : the rise of white identity politics via
1	" white people are beautiful . whiteness should be treasured and preserved . i know its scandalous . i don't care about being  "" mainstream "" "" """
1	fair immigration is a branded hate group . it's members consist of racists and white supremacists . check them out . nasty group .
1	" yeah ut i the tweet i read you basically said it was just to lure antifa away .. "" and they fell for it """
0	pl . help common people in what ever manner possible
1	whats with those white cucks in there ? pathetic ...
0	study : white resistance increases as minority status looms via
0	because fighting against non-white people is not racist at all !
1	ebony editor isn't sure killing white people should be considered a ' hate crime ' via
0	 : islamic state destroys armenian genocide memorial church in syria
0	if you had any bit of wisdom and any pair of clear eyes youd know that socialism does not work and it ruins everyone . your disgusting
0	when you look at who he is inviting to the speech he is not going to cuck out .
0	if americans are considered racist for wanting illegals out of here so that their kids can have a chance in life . i guess i'm racist .
1	send illegals &their english speaking gaggle back to motherland , back of line!
0	splc presents : white nationalism and the alt-rightmovement
1	I don't want another woman boss . I already have a woman boss and she has me running around all the time .
1	nationalism is in . now it's up to us to convince people that non-white america doesn't want and will not want a part of it
0	i don't agree with them  but i can't say i'm surprised . the left's evil vitriol naturally drives people away .
0	i know many #proudboys feel alienated right now by the anti-white crackdown behaind the scenes . is here when you are .
0	white genocide accelerates in sweden : university removes all portaits of white male professors via
0	removal of encroachments was in knowledge of delhi urban shelter improvement board  an entity under delhi govt .
0	collectively  delhi and bihar results are very very strong lessons to pro and anti india forces .
0	" i think pro-choice = pro-white is ridiculous . if aborting your own children is a  "" choice  "" "" why would you care your race ? """
0	what we need is open borders and to get on with getting the nation out of trumpism . we are all descended from immigrants .
0	this will be good for him . more than likely  several stupid people in dc will no longer
0	breaking : white house : obama to meet with israel's netanyahu at white house on nov . 9 .
0	" rt new video : "" how to lose a nation "" "" by jared taylor : """
0	lol man  brother got to proce he aint lost his mind . welcome to being a white supremist & u dont need to be white . ask williams
1	hey racists  send me home to africa . i'm a gay black jew-boy and i want to go home to africa where i belong !
0	yea we get it  everybody is a racist
0	sad . pathetic . scared white boys . #blessedbe
0	oprah scholarship recipient and hate crime victim revealed to be white via
0	editorial : campus censors wave the white flag ; free speech wins at n . c . state - #ncpol #1a
0	another stunning heritage victory by the ' anti-racist '  heritage crowd ! does the winning ever stop with these people ?
1	of course no remorse , it's considered normal in their culture
1	no fucking deal send them back . they have absolutely nothing to offer , no skills at all . give me my cubans back without delay
1	 : addendum : western politicians damage also europe christianity by ' pandering ' to islam . actually they dama
0	" and your message is  "" the alt lite disavow white supremacy and anti-semitism but they are """
0	" this is a battle amongst white people as to who is a  "" good "" "" white person versus who is a "" "" bad "" "" white person nothing to do with us black people """
0	and the white version pelosi
1	the #us #education system discourages critical thinking skills . hence the ignorant hate that persists against #hitler & national-socialism .
0	ignoring that the 50s / 60s were racist is racist . which is what you're doing .
1	If you can stop a comma with a period point , what do you use to stop a coma? A hollow-point .
1	"as a group , whites produce much more wealth than they """"take from the system ."
0	what happened to sap ? the german fathers of sap will son kick u out  sap guy .
0	" i believe some ( lots ) of good people are in  "" politics "" "" it goes against the country class grain that such a niche exists """
0	you white supremacist ! !
0	in your opinion do you think that #kurds are aryan or white or something else ?
0	pakistan : foe of blasphemy law accused of hate speech for opposing blasphemy law
1	more proof : multiculturalism is a codeword for ethnic cleansing of native whites .
0	trump must purge the cucks ( priebus et al . ) and surround himself with people who are loyal to him personally .
0	did you listen to the #istandsunday broadcast yesterday ? if so  let us know what you thought !
0	dysfunctional  broken human beings .you rage at winners like trump less out of ideology than a seething
0	say no and some say yes there is an identity . this is an subject with no ground to reach
0	you hate white people  simply 4 being white . you want to spread that hate and increase it . you hope 4 evil things .you want whites to hate you  so you can lie : look  they hate me bc im black .but  vast majority of black people are good . they deserve better than you .
2	lol , , , welcome to world , this is what she lobbies for , and this is how it begins good job! good job ann you f'n tranny
0	um ... league of the south is certainl
0	i mean  what we said would happen is happening though  right ? those people are losing influence .
1	what if i just laugh and point a finger at you?aww , can't shoot me . poor little tough guy .
0	twitter labels unite the right as white supremacists and hate group
2	" a muslim spreadin jew hatred nd blamin all on em  how  "" unusual "" "" ... muslims kill muslims te most  #muhammadlegacy """
0	can we do the same to louis ck ? he's racist . his act says how being white is better than not being white . much better .
0	virginia and north carolina wrestle with religious freedom : religious freedom is dying in the south
1	german gangs are beating up immigrants after syrian refugees sexually assault ...
0	a racist is a racist and we learn about them in school and in museums . we shouldn't have to see monuments to them at our kid's soccer games
0	#germans  come to the #altright and give up the teat of the state #bewhoyouare
0	who are the cultural marxists and other propagandists ?
2	might as well ! they already lots of their own separate stuff . easier to rid them from white america .
1	no bloody way .tell the moslims where to shove it .in a polite way obviously
1	lol . yes , africa isn't a developed land because of whites .
1	what if white privilege is actually white accomplishment ?
1	i couldnt care less about pre-history . the white race - mine - is the most advanced people ever to walk the earth
0	at least you admit that white supremacists are part of his constituency . thanks for the conformation !
0	wereally need to figure out a way to get these antifa gofundme campaigns shut down . they collected almo
0	i have such pride in the south right now because they are the right side of history in voting for trump .
0	where are all the white people ?
1	ask more rss intellectuals to come on powerful twitter and spread the message of brahma  vishnu and mahesh .
0	"  "" make america great again "" "" = continue daca  double refugee intake  ignore antifa attacks on base  escalate middle east wars .. """
1	What do you call a black person on top of a church? Holy shit
0	so only english people are true americans ? i'm trying to get a concrete answer from you .
0	 : confiscation and invasion of our consulate in san francisco by fbi  is deep hostility towards russian people and
0	so their goal is prove to us evil white people that have power ?
0	mccain is not and has never been a republican . people forget that he was the bernie sander
1	the savages have no problem lying!
1	what's worse : a white animal abuser or a black jew ?
0	jog to cool down  then laid insulation in attic . #liftwaffe #housegainz
0	snowflaking i presume #hewillnotdivideus
0	the hate group family research council inexplicably links dan savage to racist frat chant #lgbt
0	wow . anyone who's seen the video knows that this is a complete lie . not even an opinion . a lie . peacefully marching #antifa thugs smashing the car before it drove off the road . but that's all down the memory hole ; a supposedly credible mainstream newspaper freely ignores it .
0	chief of army staff  chief of naval staff  vice chief of air staff and the national security advisor met the prime minister .
0	hardcore white supremacists ? seriously ?
1	#ferguson and #detroit are a reflection on the innate capacity of blacks to further and advance civilization
1	dramatic rise of white flight in britain : masses of white families escape from multiracial areas ! read more : 
0	india needs more banks before more bank accounts
2	- the entire non-white part of the earth hates us . even non-white christians  the ones that you praise ...
0	well  being white in america is a good start  sparky lol
0	interesting story here - american rapper promotes holocaust denier in new single : 
1	yep #saynotoislam follow #stoptheinvasion #norefugees#neverhillary wants a550% increase inrefugees#trumpstrong
1	Killing communists is self defense... and also one of the manliest things a man can do .
1	you'd better get some guns and fast!! savages don't respond to reason .
0	isn't that cultural appropriation ?
0	like depressed people  they suffer from a perception disorder  which is why they are extraordinarily suicidal
0	it is a forest vs . trees issue in that the real problem is how whites now approach reproduction
0	karma : bringing in low skill workers for the corporate class to enslave and profit off of them here . keeping wages stagnant for the working class .such a noble liberal .
0	charlottesville 2 .0 : marcus cicero's firsthand experiences via
1	 : yes the red guards of the bourgeois cultural revolution
0	a message from anonymous #ferguson #fergusondecision #opkkk #opferguson
0	most white people are able to compete in an egalitarian society  so racist dum
0	hes a racist
1	flood : feds predict another 127 , 000 illegals this year via #border #secureourborder #noamnesty
0	trucons lament the rise of white identity politics : then they fight you
0	muslim hate speech alert - coke is racist via
0	people are dead and here you are butthurt that hunter was right .
0	trump leads latest poll by large margin via #makeamericagreatagain #trump2016
0	here's how the white house would cut legal immigration in half via
0	the #altright is a mask for racism and isolationism . #whitepropaganda
0	why don't you like black people isn't it very harsh and racist please think about this
1	i thought you were jewish - not white .
2	yes it's simple protect the jew and kill everyone else .
0	three deaths in munde family is not private tragedy ; it is national issue of mighty criminals having party at public cost
0	it's not us but german scientists invented atom bomb check ur facts
2	"  "" i stand fer the confederacy but i hate you racist white people ! "" "" """
0	best wishes to you eli on whatever you do next .you ' ve done so much within ( less than ? ) a year of activism : it's been amazing & so inspiring .our people are so fortunate to have you  regardless of which specific organization you are or aren't working with !
1	" rt  "" : mandela health problems renew fears of white genocide in south africa via "" "" """
1	" already the media has changed from  "" white supremacists "" "" to "" "" white nationalists  "" "" a clear sign of normalization of wn """
2	of course a jihadist is a muslim u idiot
1	we're not reaching out we use the example of a homogeneous israel as a meme as to why jews keep forcing diversity
1	what they want is of little value in a land swarming with hostile non whites . race first ! all else is dross !
0	aint that america : secrets of the living dolls : after president barack obama issues his new gender identity a ...
1	bit late now , and he's supposed to be clever .
1	are selfie sticks the last stand of implicit white identity ?
0	president trump hosts white house hanukkah party via
0	these people keep surrendering  they're perpetual losers .
1	there is no future without past . their goal to to extriminate white race so the remaning
